,Angles
921,"[118.483, 118.483, 118.483, 118.483, 92.654, 92.654]"
924,"[118.392, 118.385, 118.385, 118.385, 92.82, 92.82]"
925,"[112.526, 112.526, 107.963, 107.963, 107.963, 107.963]"
926,"[119.558, 110.542, 110.432, 110.432, 102.973, 102.968]"
927,"[118.392, 118.385, 118.385, 118.385, 92.82, 92.82]"
930,"[118.268, 118.268, 118.268, 118.268, 93.027, 93.021]"
931,"[112.544, 112.544, 107.957, 107.957, 107.957, 107.957]"
932,"[119.564, 110.567, 110.426, 110.426, 102.962, 102.962]"
933,"[118.268, 118.268, 118.268, 118.268, 93.027, 93.021]"
936,"[118.158, 118.158, 118.158, 118.151, 93.227, 93.227]"
937,"[112.551, 112.551, 107.951, 107.951, 107.951, 107.951]"
938,"[119.564, 110.591, 110.426, 110.426, 102.95, 102.95]"
939,"[118.158, 118.158, 118.158, 118.151, 93.227, 93.227]"
942,"[118.06, 118.06, 118.06, 118.06, 93.4, 93.394]"
943,"[112.619, 112.619, 107.921, 107.921, 107.921, 107.921]"
944,"[119.624, 110.659, 110.396, 110.396, 102.921, 102.921]"
945,"[118.06, 118.06, 118.06, 118.06, 93.4, 93.394]"
948,"[117.943, 117.943, 117.943, 117.943, 93.601, 93.601]"
949,"[112.644, 112.644, 107.909, 107.909, 107.909, 107.909]"
950,"[119.63, 110.689, 110.383, 110.383, 102.915, 102.915]"
951,"[117.943, 117.943, 117.943, 117.943, 93.601, 93.601]"
954,"[117.827, 117.827, 117.827, 117.82, 93.813, 93.807]"
955,"[112.65, 112.65, 107.903, 107.903, 107.903, 107.903]"
956,"[119.637, 110.708, 110.383, 110.383, 102.903, 102.903]"
957,"[117.827, 117.827, 117.827, 117.82, 93.813, 93.807]"
960,"[117.71, 117.71, 117.71, 117.71, 94.02, 94.014]"
961,"[112.669, 112.669, 107.897, 107.897, 107.897, 107.897]"
962,"[119.637, 110.732, 110.377, 110.377, 102.897, 102.897]"
963,"[117.71, 117.71, 117.71, 117.71, 94.02, 94.014]"
964,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
965,"[114.469, 114.469, 113.372, 105.177, 105.177, 103.073]"
966,"[124.541, 124.541, 119.308, 96.436, 96.436, 87.57]"
967,"[125.803, 121.783, 121.783, 93.245, 93.245, 92.333]"
968,"[128.653, 127.178, 110.542, 95.365, 95.238, 89.57]"
969,"[114.406, 114.406, 112.396, 105.676, 105.676, 103.344]"
970,"[114.06, 114.06, 112.228, 106.206, 106.206, 103.25]"
971,"[113.447, 113.447, 112.799, 106.804, 106.804, 102.768]"
972,"[113.191, 113.179, 113.179, 107.044, 107.044, 102.41]"
973,"[113.148, 113.148, 112.905, 106.93, 106.93, 103.05]"
974,"[111.734, 111.734, 111.734, 107.104, 107.104, 107.098]"
985,"[134.115, 126.271, 116.93, 96.771, 90.877, 89.364]"
987,"[119.327, 117.033, 111.168, 105.48, 104.56, 98.326]"
988,"[113.954, 113.241, 111.186, 109.682, 106.924, 100.97]"
989,"[121.52, 112.65, 112.117, 111.451, 100.271, 96.431]"
990,"[124.653, 124.653, 117.665, 96.834, 96.834, 88.808]"
991,"[125.184, 122.5, 122.5, 92.602, 92.602, 92.596]"
992,"[129.102, 125.994, 111.303, 95.48, 95.003, 90.344]"
993,"[114.79, 114.79, 111.66, 105.029, 105.029, 104.56]"
994,"[120.571, 114.993, 109.92, 109.214, 102.762, 95.762]"
997,"[135.113, 108.518, 107.464, 106.529, 105.557, 89.937]"
1002,"[113.36, 110.334, 110.151, 109.038, 107.578, 106.386]"
1003,"[113.797, 111.451, 109.075, 108.445, 107.266, 106.708]"
1005,"[138.668, 111.469, 105.444, 103.875, 101.982, 89.736]"
1010,"[113.035, 110.916, 110.109, 108.923, 107.35, 106.541]"
1011,"[113.241, 111.358, 109.682, 109.402, 107.752, 105.361]"
1014,"[145.588, 102.369, 101.999, 101.017, 98.841, 98.812]"
1020,"[113.229, 111.002, 110.121, 109.117, 107.194, 106.224]"
1021,"[113.409, 112.787, 110.824, 109.415, 107.062, 103.044]"
1024,"[156.32, 99.422, 99.375, 96.967, 96.546, 93.514]"
1030,"[112.03, 111.611, 111.039, 109.445, 106.487, 106.278]"
1031,"[118.574, 113.791, 110.06, 109.712, 104.549, 98.952]"
1036,"[117.866, 112.445, 111.543, 110.451, 104.448, 99.166]"
1041,"[118.868, 113.966, 111.592, 108.325, 104.768, 98.47]"
1046,"[131.867, 111.814, 111.814, 97.574, 97.574, 95.451]"
1047,"[120.199, 119.921, 118.81, 98.21, 96.31, 85.699]"
1049,"[120.957, 120.957, 120.046, 111.938, 86.176, 86.176]"
1050,"[125.605, 117.129, 117.129, 98.656, 87.828, 87.828]"
1051,"[116.846, 109.415, 109.415, 107.014, 106.858, 106.852]"
1052,"[115.309, 111.451, 109.974, 107.806, 107.368, 104.294]"
1053,"[115.138, 114.01, 108.736, 107.248, 106.35, 104.791]"
1054,"[115.138, 114.01, 108.736, 107.248, 106.35, 104.791]"
1055,"[115.309, 111.451, 109.974, 107.806, 107.368, 104.294]"
1064,"[114.029, 113.816, 112.731, 109.725, 103.056, 102.363]"
1065,"[113.441, 111.858, 110.977, 109.895, 108.156, 102.245]"
1066,"[114.652, 113.81, 112.724, 107.5, 106.469, 101.519]"
1067,"[115.792, 111.598, 111.598, 108.397, 104.702, 104.697]"
1070,"[119.742, 117.161, 111.371, 108.192, 102.134, 94.554]"
1071,"[114.532, 114.532, 112.34, 104.88, 104.88, 104.673]"
1072,"[114.532, 114.532, 112.34, 104.88, 104.88, 104.673]"
1073,"[114.626, 114.626, 111.864, 105.355, 104.691, 104.691]"
1074,"[114.626, 114.626, 111.864, 105.355, 104.691, 104.691]"
1075,"[115.341, 115.341, 112.83, 105.682, 103.103, 103.103]"
1076,"[115.341, 115.341, 112.83, 105.682, 103.103, 103.103]"
1078,"[113.297, 113.297, 112.986, 106.481, 106.481, 103.533]"
1079,"[113.104, 113.104, 112.954, 106.738, 106.732, 103.497]"
1080,"[113.441, 113.441, 112.185, 106.72, 106.72, 103.656]"
1081,"[111.993, 111.993, 108.222, 108.222, 108.222, 108.222]"
1082,"[115.48, 115.48, 106.553, 106.553, 106.553, 106.553]"
1083,"[113.641, 113.641, 111.094, 107.272, 107.272, 103.828]"
1090,"[118.607, 111.728, 111.248, 106.613, 104.904, 102.656]"
1091,"[119.663, 112.197, 109.7, 108.101, 104.566, 100.696]"
1098,"[119.617, 112.0, 109.603, 107.999, 104.708, 101.099]"
1099,"[118.698, 111.605, 110.984, 106.978, 104.827, 102.633]"
1100,"[109.865, 109.859, 109.859, 109.081, 109.081, 109.075]"
1101,"[123.257, 123.257, 123.257, 92.797, 92.797, 92.797]"
1102,"[124.444, 124.264, 120.657, 97.62, 91.008, 89.479]"
1103,"[115.049, 113.628, 111.174, 110.261, 104.625, 101.064]"
1104,"[117.387, 109.512, 108.132, 107.939, 107.458, 106.266]"
1112,"[114.538, 109.184, 109.184, 108.929, 108.929, 105.712]"
1113,"[112.973, 110.389, 109.816, 109.141, 109.05, 105.165]"
1118,"[114.23, 109.099, 109.099, 109.05, 109.05, 105.986]"
1119,"[112.532, 110.481, 109.39, 109.287, 109.275, 105.64]"
1129,"[119.452, 111.205, 108.47, 108.21, 104.631, 104.14]"
1130,"[112.681, 111.975, 109.536, 108.905, 106.936, 106.882]"
1131,"[111.864, 111.864, 111.858, 111.858, 104.791, 104.791]"
1132,"[110.806, 110.806, 110.806, 110.8, 106.84, 106.84]"
1133,"[110.451, 110.451, 109.609, 108.911, 108.687, 108.687]"
1144,"[113.691, 109.396, 109.396, 109.39, 109.39, 105.23]"
1148,"[136.87, 114.387, 106.726, 101.408, 98.818, 93.336]"
1149,"[126.377, 122.548, 109.069, 106.876, 105.968, 70.579]"
1150,"[148.893, 130.459, 108.083, 96.927, 94.456, 83.362]"
1151,"[130.421, 122.915, 109.135, 96.465, 96.454, 96.079]"
1152,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1153,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1154,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1155,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1156,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1173,"[180.0, 180.0, 90.0, 90.0, 90.0, 90.0]"
1175,"[179.19, 90.905, 90.367, 90.367, 89.232, 89.232]"
1177,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1179,"[123.429, 123.429, 120.597, 97.059, 97.059, 87.352]"
1180,"[126.891, 121.507, 121.507, 92.992, 92.992, 92.023]"
1181,"[129.889, 122.711, 113.272, 95.895, 93.635, 93.457]"
1182,"[114.142, 114.142, 112.942, 108.754, 102.856, 102.856]"
1185,"[113.91, 112.068, 112.068, 108.457, 108.457, 101.052]"
1201,"[125.556, 114.349, 112.235, 101.619, 101.438, 98.778]"
1202,"[173.073, 172.793, 97.782, 95.958, 89.238, 76.915]"
1204,"[163.196, 100.644, 98.882, 97.655, 93.509, 88.074]"
1205,"[180.0, 180.0, 90.023, 90.023, 89.977, 89.977]"
1206,"[180.0, 180.0, 90.034, 90.034, 89.966, 89.966]"
1207,"[180.0, 180.0, 90.006, 90.0, 90.0, 89.994]"
1208,"[180.0, 180.0, 90.011, 90.006, 89.994, 89.989]"
1209,"[180.0, 180.0, 90.017, 90.011, 89.989, 89.983]"
1210,"[180.0, 180.0, 90.011, 90.006, 89.994, 89.989]"
1211,"[180.0, 180.0, 90.017, 90.011, 89.989, 89.989]"
1212,"[180.0, 180.0, 90.006, 90.006, 89.994, 89.994]"
1213,"[180.0, 180.0, 90.006, 90.006, 89.994, 89.994]"
1214,"[180.0, 180.0, 90.011, 90.011, 89.994, 89.989]"
1215,"[180.0, 180.0, 90.029, 90.023, 89.977, 89.971]"
1216,"[180.0, 180.0, 90.0, 90.0, 90.0, 90.0]"
1217,"[180.0, 180.0, 90.017, 90.011, 89.989, 89.983]"
1218,"[180.0, 180.0, 90.023, 90.017, 89.983, 89.983]"
1219,"[180.0, 180.0, 90.029, 90.029, 89.977, 89.971]"
1220,"[180.0, 180.0, 90.023, 90.023, 89.977, 89.977]"
1221,"[180.0, 180.0, 90.011, 90.011, 89.989, 89.989]"
1222,"[180.0, 180.0, 90.046, 90.046, 89.954, 89.948]"
1223,"[180.0, 180.0, 90.029, 90.029, 89.971, 89.966]"
1224,"[180.0, 180.0, 90.011, 90.006, 89.989, 89.989]"
1225,"[180.0, 180.0, 90.034, 90.034, 89.966, 89.966]"
1226,"[180.0, 180.0, 90.023, 90.017, 89.983, 89.983]"
1227,"[180.0, 180.0, 90.029, 90.029, 89.971, 89.971]"
1228,"[180.0, 180.0, 90.011, 90.011, 89.989, 89.989]"
1229,"[180.0, 180.0, 90.057, 90.052, 89.948, 89.943]"
1230,"[180.0, 180.0, 90.0, 90.0, 90.0, 90.0]"
1231,"[111.494, 109.779, 109.445, 109.445, 108.325, 108.325]"
1237,"[131.262, 121.091, 110.383, 110.139, 90.241, 82.149]"
1245,"[113.929, 112.228, 111.432, 108.017, 107.518, 103.103]"
1246,"[112.594, 112.389, 110.506, 109.706, 106.912, 104.33]"
1252,"[111.919, 111.679, 109.84, 109.712, 107.362, 106.153]"
1253,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1254,"[167.85, 110.579, 110.402, 90.911, 81.97, 81.28]"
1262,"[114.91, 112.427, 111.377, 107.632, 107.032, 102.662]"
1263,"[113.372, 112.619, 109.548, 109.166, 107.302, 104.46]"
1270,"[163.476, 96.431, 96.431, 94.824, 94.824, 93.905]"
1271,"[168.294, 95.014, 95.014, 93.164, 93.164, 91.243]"
1272,"[157.458, 99.306, 97.649, 97.643, 96.892, 96.892]"
1279,"[132.16, 110.188, 104.697, 103.869, 103.021, 97.568]"
1280,"[125.451, 111.58, 109.075, 105.765, 104.714, 97.793]"
1281,"[129.769, 118.77, 105.706, 101.952, 101.9, 100.329]"
1282,"[128.807, 110.695, 107.927, 104.324, 103.48, 100.242]"
1294,"[116.571, 116.455, 110.188, 105.932, 104.833, 101.666]"
1295,"[118.047, 117.104, 113.11, 104.934, 102.439, 97.458]"
1296,"[121.85, 121.527, 108.005, 105.629, 97.689, 96.31]"
1297,"[117.84, 114.936, 107.74, 105.688, 105.183, 104.667]"
1298,"[132.16, 110.188, 104.697, 103.869, 103.021, 97.568]"
1299,"[125.451, 111.58, 109.075, 105.765, 104.714, 97.793]"
1300,"[129.769, 118.77, 105.706, 101.952, 101.9, 100.329]"
1301,"[128.807, 110.695, 107.927, 104.324, 103.48, 100.242]"
1307,"[114.532, 113.385, 111.586, 111.186, 104.981, 100.207]"
1308,"[114.677, 112.948, 112.948, 106.409, 106.409, 102.457]"
1309,"[113.828, 113.678, 113.678, 105.712, 105.712, 103.256]"
1310,"[114.01, 113.647, 113.647, 105.7, 105.7, 103.132]"
1311,"[132.617, 116.577, 104.928, 102.41, 100.545, 96.108]"
1312,"[113.703, 113.672, 108.911, 108.24, 106.254, 106.224]"
1316,"[119.229, 113.06, 113.06, 105.98, 101.982, 101.982]"
1317,"[114.507, 109.202, 109.196, 109.196, 109.196, 105.129]"
1318,"[113.278, 110.341, 109.773, 109.251, 108.905, 104.94]"
1340,"[128.076, 116.276, 107.164, 102.891, 99.3, 98.992]"
1343,"[112.272, 110.463, 110.279, 109.913, 108.935, 104.803]"
1345,"[152.798, 110.922, 104.336, 100.795, 92.619, 87.96]"
1346,"[152.685, 111.635, 103.226, 101.584, 93.578, 87.748]"
1358,"[111.666, 111.592, 111.18, 109.196, 107.548, 105.682]"
1359,"[114.771, 113.534, 111.174, 110.689, 104.472, 101.221]"
1360,"[117.497, 109.926, 107.866, 107.698, 107.668, 106.069]"
1361,"[121.756, 118.947, 118.914, 101.332, 96.973, 93.273]"
1364,"[122.854, 120.891, 115.372, 99.881, 97.221, 94.991]"
1367,"[114.803, 113.441, 111.051, 110.506, 104.655, 101.449]"
1368,"[117.652, 109.719, 107.879, 107.818, 107.41, 106.224]"
1369,"[121.85, 119.065, 118.954, 101.262, 96.609, 93.382]"
1372,"[122.799, 120.857, 115.239, 100.044, 97.452, 94.859]"
1375,"[115.024, 113.459, 110.91, 110.402, 104.762, 101.332]"
1376,"[117.555, 109.712, 107.927, 107.879, 107.362, 106.272]"
1377,"[122.093, 119.065, 118.816, 101.35, 96.517, 93.187]"
1380,"[122.813, 120.81, 115.195, 99.922, 97.683, 94.882]"
1383,"[115.391, 113.591, 110.555, 109.974, 105.034, 101.344]"
1384,"[117.316, 108.947, 108.863, 108.101, 106.816, 106.589]"
1385,"[122.1, 118.934, 118.496, 101.718, 96.823, 93.021]"
1388,"[123.346, 120.398, 114.771, 99.91, 97.747, 95.21]"
1391,"[115.722, 113.353, 110.542, 109.938, 105.213, 101.099]"
1392,"[117.368, 109.014, 108.524, 107.891, 107.134, 106.66]"
1393,"[122.093, 118.842, 118.216, 101.935, 96.852, 93.245]"
1396,"[122.902, 120.564, 115.125, 99.887, 97.874, 95.06]"
1399,"[115.55, 113.185, 111.18, 110.286, 104.59, 100.959]"
1400,"[116.936, 109.5, 108.385, 108.156, 107.338, 106.254]"
1404,"[122.909, 120.258, 114.324, 99.834, 98.865, 95.595]"
1407,"[114.104, 112.892, 111.876, 110.585, 105.545, 100.813]"
1408,"[120.717, 117.297, 116.827, 100.953, 99.73, 97.279]"
1411,"[114.929, 112.321, 112.03, 110.237, 105.492, 100.778]"
1415,"[127.222, 119.341, 111.389, 109.639, 97.551, 75.659]"
1422,"[113.116, 112.222, 111.014, 109.384, 106.924, 103.686]"
1423,"[127.684, 109.372, 107.434, 106.798, 104.46, 99.271]"
1424,"[127.222, 119.341, 111.389, 109.639, 97.551, 75.659]"
1425,"[135.016, 123.987, 123.987, 94.56, 82.9, 82.9]"
1426,"[130.927, 129.25, 129.242, 89.255, 80.311, 80.311]"
1427,"[114.608, 113.222, 107.296, 107.296, 107.296, 107.296]"
1432,"[132.75, 118.262, 106.272, 100.416, 100.358, 93.118]"
1433,"[113.472, 113.472, 113.472, 113.472, 101.73, 101.73]"
1434,"[114.305, 114.305, 114.305, 114.305, 100.183, 100.183]"
1444,"[123.422, 112.768, 112.768, 104.005, 104.005, 96.079]"
1449,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1470,"[142.788, 114.683, 109.184, 96.99, 96.131, 89.416]"
1489,"[129.919, 122.324, 106.792, 100.387, 99.323, 88.923]"
1505,"[122.977, 121.601, 114.601, 106.595, 100.387, 92.086]"
1506,"[135.032, 115.645, 105.284, 105.266, 104.957, 90.55]"
1509,"[128.192, 121.352, 118.712, 113.116, 96.586, 81.327]"
1512,"[110.867, 110.867, 110.867, 110.867, 106.708, 106.708]"
1513,"[110.867, 110.867, 110.867, 110.867, 106.708, 106.708]"
1514,"[111.119, 111.112, 111.112, 107.776, 107.776, 107.77]"
1517,"[110.622, 110.616, 110.616, 110.616, 107.2, 107.2]"
1518,"[111.162, 111.162, 111.162, 107.722, 107.722, 107.722]"
1521,"[109.767, 109.743, 109.725, 109.22, 109.202, 109.172]"
1524,"[117.078, 115.1, 107.662, 107.656, 104.88, 104.874]"
1525,"[135.324, 123.374, 106.942, 105.361, 94.324, 92.929]"
1526,"[127.409, 119.426, 118.659, 100.778, 93.669, 87.897]"
1528,"[133.678, 121.85, 119.584, 92.82, 92.206, 85.515]"
1529,"[120.877, 116.596, 112.979, 104.135, 102.979, 96.644]"
1530,"[120.83, 118.548, 114.06, 106.153, 100.201, 93.796]"
1532,"[127.387, 126.413, 118.32, 98.894, 88.522, 83.967]"
1534,"[113.929, 110.708, 109.402, 109.348, 107.242, 105.885]"
1535,"[112.979, 110.194, 110.157, 109.214, 109.075, 104.892]"
1537,"[113.697, 113.697, 113.697, 113.697, 101.321, 101.321]"
1540,"[114.362, 114.337, 114.324, 104.005, 104.005, 103.999]"
1541,"[148.848, 116.411, 107.062, 102.275, 100.632, 78.048]"
1548,"[109.585, 109.566, 109.536, 109.39, 109.384, 109.378]"
1549,"[112.068, 111.783, 110.518, 109.111, 108.723, 104.33]"
1550,"[115.703, 114.803, 114.803, 105.486, 101.736, 101.736]"
1553,"[115.227, 111.562, 109.372, 108.59, 108.138, 103.656]"
1554,"[116.136, 110.078, 109.208, 108.035, 107.08, 106.254]"
1556,"[115.575, 110.555, 109.226, 108.869, 108.216, 104.194]"
1558,"[115.658, 110.622, 109.141, 108.796, 108.192, 104.217]"
1560,"[115.569, 110.61, 109.257, 108.814, 108.246, 104.135]"
1561,"[125.845, 112.563, 104.821, 104.821, 104.448, 104.448]"
1566,"[174.685, 161.568, 100.515, 97.909, 87.415, 74.163]"
1569,"[110.102, 110.102, 109.16, 109.16, 109.16, 109.16]"
1575,"[114.822, 114.74, 113.316, 109.202, 105.135, 98.1]"
1576,"[115.614, 114.079, 113.879, 110.316, 101.145, 100.026]"
1588,"[114.854, 114.854, 110.371, 107.176, 104.182, 104.182]"
1628,"[116.801, 109.828, 109.828, 109.828, 109.828, 99.3]"
1629,"[112.88, 112.88, 112.88, 112.88, 107.182, 98.146]"
1630,"[110.659, 110.659, 108.881, 108.881, 108.881, 108.881]"
1631,"[148.452, 102.874, 102.874, 102.874, 102.874, 69.885]"
1637,"[111.944, 111.944, 111.944, 111.944, 107.668, 101.408]"
1658,"[111.149, 110.744, 110.634, 110.371, 110.035, 103.674]"
1659,"[112.774, 111.512, 111.063, 110.867, 110.286, 99.613]"
1660,"[112.793, 111.58, 110.984, 110.757, 110.42, 99.573]"
1676,"[112.588, 110.971, 110.965, 109.999, 109.993, 101.829]"
1677,"[113.172, 113.166, 112.111, 112.105, 106.744, 99.637]"
1678,"[112.439, 110.139, 110.133, 110.133, 110.133, 103.497]"
1683,"[115.29, 111.1, 109.938, 108.966, 108.391, 103.097]"
1688,"[110.255, 109.579, 109.384, 109.317, 109.244, 109.044]"
1690,"[180.0, 180.0, 94.87, 94.87, 85.13, 85.13]"
1707,"[114.079, 110.867, 110.867, 110.432, 110.432, 99.189]"
1708,"[113.803, 113.803, 112.16, 112.16, 109.038, 95.463]"
1709,"[110.188, 110.188, 110.188, 110.188, 108.041, 108.041]"
1721,"[111.155, 111.155, 111.155, 111.155, 106.153, 106.153]"
1726,"[118.379, 113.091, 108.663, 108.065, 104.59, 104.117]"
1728,"[120.604, 120.604, 120.604, 96.384, 96.384, 96.379]"
1730,"[130.196, 110.5, 107.987, 105.254, 101.262, 101.07]"
1731,"[110.115, 110.115, 110.115, 108.826, 108.82, 108.82]"
1748,"[125.1, 110.2, 106.732, 105.635, 104.247, 102.962]"
1749,"[116.423, 115.157, 111.888, 106.9, 102.885, 102.862]"
1750,"[116.417, 112.998, 110.005, 106.906, 106.117, 104.549]"
1759,"[123.367, 117.736, 113.266, 103.132, 102.891, 96.183]"
1760,"[124.743, 110.182, 108.796, 104.188, 104.176, 102.874]"
1763,"[112.092, 109.281, 108.96, 108.875, 108.802, 108.778]"
1780,"[117.982, 117.892, 112.774, 109.658, 104.643, 93.882]"
1781,"[115.779, 114.035, 113.616, 111.438, 107.728, 91.805]"
1782,"[114.079, 110.64, 109.81, 108.59, 107.939, 105.777]"
1788,"[120.046, 115.843, 113.472, 110.836, 107.098, 87.616]"
1790,"[114.475, 111.932, 108.156, 107.921, 107.242, 106.888]"
1794,"[111.445, 109.706, 109.135, 108.887, 108.863, 108.784]"
1795,"[115.703, 110.084, 109.396, 108.844, 106.565, 106.123]"
1796,"[117.265, 111.987, 108.76, 107.873, 107.302, 102.556]"
1797,"[110.292, 110.06, 110.06, 108.838, 108.838, 108.711]"
1798,"[126.97, 114.136, 114.136, 106.284, 106.284, 74.734]"
1799,"[121.393, 118.685, 116.27, 111.679, 101.97, 78.165]"
1800,"[116.104, 113.634, 110.977, 110.518, 107.518, 96.736]"
1801,"[125.648, 112.967, 112.967, 109.834, 95.215, 95.215]"
1802,"[110.292, 110.06, 110.06, 108.838, 108.838, 108.711]"
1803,"[110.292, 110.06, 110.06, 108.838, 108.838, 108.711]"
1804,"[110.231, 110.231, 109.743, 109.512, 108.542, 108.542]"
1805,"[129.949, 113.185, 113.185, 105.302, 105.302, 72.842]"
1806,"[122.772, 119.703, 112.942, 107.891, 106.84, 79.787]"
1807,"[114.974, 112.743, 112.557, 109.585, 107.692, 98.494]"
1808,"[126.863, 112.414, 112.414, 108.621, 95.733, 95.733]"
1809,"[110.231, 110.231, 109.743, 109.512, 108.542, 108.542]"
1810,"[109.993, 109.719, 109.719, 109.275, 109.056, 109.056]"
1811,"[110.377, 110.267, 110.267, 109.366, 108.252, 108.252]"
1812,"[132.353, 112.266, 112.266, 104.347, 104.347, 72.398]"
1813,"[128.032, 117.277, 109.779, 107.014, 104.572, 80.485]"
1814,"[115.9, 111.598, 111.395, 110.408, 107.578, 99.282]"
1815,"[124.27, 113.104, 113.104, 110.922, 95.572, 95.572]"
1816,"[110.377, 110.267, 110.267, 109.366, 108.252, 108.252]"
1817,"[110.377, 110.267, 110.267, 109.366, 108.252, 108.252]"
1818,"[110.054, 110.054, 109.329, 109.329, 109.226, 108.82]"
1819,"[129.546, 112.861, 112.861, 106.415, 106.415, 72.77]"
1820,"[123.994, 119.762, 113.241, 106.918, 106.04, 77.262]"
1821,"[116.795, 111.371, 110.842, 110.659, 106.302, 100.119]"
1822,"[123.862, 112.222, 112.222, 111.709, 96.898, 96.898]"
1823,"[110.054, 110.054, 109.329, 109.329, 109.226, 108.82]"
1824,"[110.054, 110.054, 109.329, 109.329, 109.226, 108.82]"
1825,"[113.916, 113.622, 109.354, 108.687, 107.038, 103.763]"
1826,"[121.877, 118.028, 115.938, 100.189, 99.375, 97.077]"
1829,"[123.945, 123.415, 110.426, 108.621, 100.079, 90.212]"
1838,"[115.766, 111.642, 109.214, 107.152, 107.074, 105.45]"
1840,"[141.187, 110.671, 110.671, 97.181, 94.968, 94.968]"
1842,"[130.248, 118.574, 115.792, 97.406, 96.69, 94.474]"
1844,"[145.135, 144.776, 92.419, 92.419, 77.085, 77.085]"
1846,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1847,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1848,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1849,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1850,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1851,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1852,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1853,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1854,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1855,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1856,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1857,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1858,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1859,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1860,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1861,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1862,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1863,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1864,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1865,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1866,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
